,commit_hash,file_path,filename,action,changes
39,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/alarm/silence-after-webhook.yml,silence-after-webhook.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'messages:'), (17, '  - scopeId: 1'), (18, '    scope: SERVICE'), (19, '    name: e2e-service-provider'), (20, '    id0: ZTJlLXNlcnZpY2UtcHJvdmlkZXI=.1'), (21, '    id1: """"'), (22, '    ruleName: service_resp_time_rule'), (23, '    alarmMessage: Response time of service e2e-service-provider is more than 10ms in 1 minutes of last 10 minutes.'), (24, '    tags:'), (25, '      - key: level'), (26, '        value: WARNING'), (27, '      - key: receivers'), (28, '        value: lisi'), (29, '    startTime: gt 0'), (30, '  - scopeId: 1'), (31, '    scope: SERVICE'), (32, '    name: e2e-service-provider'), (33, '    id0: ZTJlLXNlcnZpY2UtcHJvdmlkZXI=.1'), (34, '    id1: """"'), (35, '    ruleName: comp_rule'), (36, '    alarmMessage: Service e2e-service-provider response time is more than 10ms and sla is more than 1%.'), (37, '    startTime: gt 0'), (38, '    tags:'), (39, '      - key: level'), (40, '        value: CRITICAL'), (41, '      - key: receivers'), (42, '        value: zhangsan'), (43, '  - scopeId: 1'), (44, '    scope: SERVICE'), (45, '    name: e2e-service-provider'), (46, '    id0: ZTJlLXNlcnZpY2UtcHJvdmlkZXI=.1'), (47, '    id1: """"'), (48, '    ruleName: service_resp_time_rule'), (49, '    alarmMessage: Response time of service e2e-service-provider is more than 10ms in 1 minutes of last 10 minutes.'), (50, '    tags:'), (51, '      - key: level'), (52, '        value: WARNING'), (53, '      - key: receivers'), (54, '        value: lisi'), (55, '    startTime: gt 0'), (56, '  - scopeId: 1'), (57, '    scope: SERVICE'), (58, '    name: e2e-service-provider'), (59, '    id0: ZTJlLXNlcnZpY2UtcHJvdmlkZXI=.1'), (60, '    id1: """"'), (61, '    ruleName: comp_rule'), (62, '    alarmMessage: Service e2e-service-provider response time is more than 10ms and sla is more than 1%.'), (63, '    startTime: gt 0'), (64, '    tags:'), (65, '      - key: level'), (66, '        value: CRITICAL'), (67, '      - key: receivers'), (68, '        value: zhangsan'), (69, '')]}"
40,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/alarm/silence-before-graphql-critical.yml,silence-before-graphql-critical.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'total: 1'), (17, 'matchers:'), (18, '  - startTime: gt 0'), (19, '    scope: Service'), (20, '    id: ZTJlLXNlcnZpY2UtcHJvdmlkZXI=.1'), (21, '    message: Service e2e-service-provider response time is more than 10ms and sla is more than 1%.'), (22, '    tags:'), (23, '      - key: level'), (24, '        value: CRITICAL'), (25, '      - key: receivers'), (26, '        value: zhangsan'), (27, '    events:'), (28, '      - source:'), (29, '          service: e2e-service-provider')]}"
41,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/alarm/silence-before-graphql-warn.yml,silence-before-graphql-warn.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'total: 1'), (17, 'matchers:'), (18, '  - startTime: gt 0'), (19, '    scope: Service'), (20, '    id: ZTJlLXNlcnZpY2UtcHJvdmlkZXI=.1'), (21, '    message: Response time of service e2e-service-provider is more than 10ms in 1 minutes of last 10 minutes.'), (22, '    tags:'), (23, '      - key: level'), (24, '        value: WARNING'), (25, '      - key: receivers'), (26, '        value: lisi'), (27, '    events:'), (28, '      - source:'), (29, '          service: e2e-service-provider')]}"
42,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/alarm/silence-before-webhook.yml,silence-before-webhook.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'messages:'), (17, '  - scopeId: 1'), (18, '    scope: SERVICE'), (19, '    name: e2e-service-provider'), (20, '    id0: ZTJlLXNlcnZpY2UtcHJvdmlkZXI=.1'), (21, '    id1: """"'), (22, '    ruleName: service_resp_time_rule'), (23, '    alarmMessage: Response time of service e2e-service-provider is more than 10ms in 1 minutes of last 10 minutes.'), (24, '    startTime: gt 0'), (25, '    tags:'), (26, '      - key: level'), (27, '        value: WARNING'), (28, '      - key: receivers'), (29, '        value: lisi'), (30, '  - scopeId: 1'), (31, '    scope: SERVICE'), (32, '    name: e2e-service-provider'), (33, '    id0: ZTJlLXNlcnZpY2UtcHJvdmlkZXI=.1'), (34, '    id1: """"'), (35, '    ruleName: comp_rule'), (36, '    alarmMessage: Service e2e-service-provider response time is more than 10ms and sla is more than 1%.'), (37, '    startTime: gt 0'), (38, '    tags:'), (39, '      - key: level'), (40, '        value: CRITICAL'), (41, '      - key: receivers'), (42, '        value: zhangsan')]}"
43,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/als/endpoints-details.yml,endpoints-details.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'endpoints:'), (17, '  - key: not null'), (18, '    label: GET:/details/0')]}"
44,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/als/endpoints-productpage.yml,endpoints-productpage.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'endpoints:'), (17, '  - key: not null'), (18, '    label: GET:/productpage')]}"
45,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/als/endpoints-ratings.yml,endpoints-ratings.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'endpoints:'), (17, '  - key: not null'), (18, '    label: GET:/ratings/0')]}"
46,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/als/endpoints-reviews.yml,endpoints-reviews.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'endpoints:'), (17, '  - key: not null'), (18, '    label: GET:/reviews/0')]}"
47,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/als/instances.yml,instances.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'instances:'), (17, '  - key: not null'), (18, '    label: not null')]}"
48,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/als/services.yml,services.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'services:'), (17, '  - key: not null'), (18, '    label: e2e::ratings'), (19, '  - key: not null'), (20, '    label: e2e::reviews'), (21, '  - key: not null'), (22, '    label: e2e::productpage'), (23, '  - key: not null'), (24, '    label: e2e::details'), (25, '  - key: not null'), (26, '    label: e2e::istio-ingressgateway'), (27, '  - key: not null'), (28, '    label: e2e::mongodb')]}"
49,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/als/topo.yml,topo.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'nodes:'), (17, '  - id: not null'), (18, '    name: e2e::ratings'), (19, '    type: http'), (20, '    isReal: true'), (21, '  - id: not null'), (22, '    name: e2e::reviews'), (23, '    type: http'), (24, '    isReal: true'), (25, '  - id: not null'), (26, '    name: e2e::productpage'), (27, '    isReal: true'), (28, '  - id: not null'), (29, '    name: e2e::details'), (30, '    type: http'), (31, '    isReal: true'), (32, '  - id: not null'), (33, '    name: e2e::istio-ingressgateway'), (34, '    type: http'), (35, '    isReal: true'), (36, '  - id: not null'), (37, '    name: UNKNOWN'), (38, '    isReal: true'), (39, 'calls:'), (40, '  - id: not null'), (41, '    source: VU5LTk9XTg==.1'), (42, '    target: ZTJlOjppc3Rpby1pbmdyZXNzZ2F0ZXdheQ==.1'), (43, '    detectPoints:'), (44, '      - SERVER'), (45, '  - id: not null'), (46, '    source: ZTJlOjppc3Rpby1pbmdyZXNzZ2F0ZXdheQ==.1'), (47, '    target: ZTJlOjpwcm9kdWN0cGFnZQ==.1'), (48, '    detectPoints:'), (49, '      - CLIENT'), (50, '      - SERVER'), (51, '  - id: not null'), (52, '    source: ZTJlOjpwcm9kdWN0cGFnZQ==.1'), (53, '    target: ZTJlOjpyZXZpZXdz.1'), (54, '    detectPoints:'), (55, '      - CLIENT'), (56, '      - SERVER'), (57, '  - id: not null'), (58, '    source: ZTJlOjpwcm9kdWN0cGFnZQ==.1'), (59, '    target: ZTJlOjpkZXRhaWxz.1'), (60, '    detectPoints:'), (61, '      - CLIENT'), (62, '      - SERVER'), (63, '  - id: not null'), (64, '    source: ZTJlOjpyZXZpZXdz.1'), (65, '    target: ZTJlOjpyYXRpbmdz.1'), (66, '    detectPoints:'), (67, '      - CLIENT'), (68, '      - SERVER')]}"
50,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser-with-client-js/error-log.yml,error-log.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'logs:'), (17, '  - service: ""test-ui""'), (18, '    serviceVersion: ""v1.0.0""'), (19, '    time: not null'), (20, '    pagePath: ""index.html""'), (21, '    grade: not null'), (22, '    category: not null'), (23, '    message: not null')]}"
51,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser-with-client-js/page-path.yml,page-path.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'endpoints:'), (17, '  - key: dGVzdC11aQ==.1_aW5kZXguaHRtbA=='), (18, '    label: index.html')]}"
52,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser-with-client-js/services.yml,services.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'services:'), (17, '  - key: dGVzdC11aQ==.1'), (18, '    label: ""test-ui""')]}"
53,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser-with-client-js/topo.yml,topo.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'nodes:'), (17, '  - id: dGVzdC11aTxicm93c2VyPg==.1'), (18, '    name: test-ui<browser>'), (19, '    isReal: true'), (20, '  - id: WW91cl9BcHBsaWNhdGlvbk5hbWU=.1'), (21, '    name: Your_ApplicationName'), (22, '    type: Tomcat'), (23, '    isReal: true'), (24, '  - id: bG9jYWxob3N0Oi0x.0'), (25, '    name: localhost:-1'), (26, '    type: H2'), (27, '    isReal: false'), (28, 'calls:'), (29, '  - id: WW91cl9BcHBsaWNhdGlvbk5hbWU=.1-bG9jYWxob3N0Oi0x.0'), (30, '    source: WW91cl9BcHBsaWNhdGlvbk5hbWU=.1'), (31, '    detectPoints:'), (32, '      - CLIENT'), (33, '    target: bG9jYWxob3N0Oi0x.0'), (34, '  - id: dGVzdC11aTxicm93c2VyPg==.1-WW91cl9BcHBsaWNhdGlvbk5hbWU=.1'), (35, '    source: dGVzdC11aTxicm93c2VyPg==.1'), (36, '    detectPoints:'), (37, '      - CLIENT'), (38, '      - SERVER'), (39, '    target: WW91cl9BcHBsaWNhdGlvbk5hbWU=.1')]}"
54,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser-with-client-js/traces.yml,traces.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'traces:'), (17, '  - key: not null'), (18, '    endpointNames:'), (19, '      - index.html'), (20, '    duration: ge 0'), (21, '    start: gt 0'), (22, '    isError: false'), (23, '    traceIds:'), (24, '      - not null'), (25, '  - key: not null'), (26, '    endpointNames:'), (27, '      - /info'), (28, '    duration: ge 0'), (29, '    start: gt 0'), (30, '    isError: false'), (31, '    traceIds:'), (32, '      - not null')]}"
55,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser-with-client-js/version.yml,version.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'instances:'), (17, '  - key: dGVzdC11aQ==.1_djEuMC4w'), (18, '    label: v1.0.0')]}"
56,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser/error-log.yml,error-log.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'logs:'), (17, '  - service: ""e2e""'), (18, '    serviceVersion: ""v1.0.0""'), (19, '    time: not null'), (20, '    pagePath: ""/e2e-browser""'), (21, '    category: not null'), (22, '    grade: not null'), (23, '    message: ""test""'), (24, '    line: 1'), (25, '    col: 1'), (26, '    stack: ""e2e""'), (27, '    errorUrl: ""/e2e-browser""'), (28, '    firstReportedError: not null')]}"
57,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser/page-path.yml,page-path.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'endpoints:'), (17, '  - key: ZTJl.1_L2UyZS1icm93c2Vy'), (18, '    label: /e2e-browser')]}"
58,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser/services.yml,services.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'services:'), (17, '  - key: ZTJl.1'), (18, '    label: ""e2e""')]}"
59,32f9ab01f22e5b786710109c48c018c85397af61,test/e2e/e2e-test/src/test/resources/expected/browser/version.yml,version.yml,4,"{'added': [], 'deleted': [(1, '# Licensed to the Apache Software Foundation (ASF) under one or more'), (2, '# contributor license agreements.  See the NOTICE file distributed with'), (3, '# this work for additional information regarding copyright ownership.'), (4, '# The ASF licenses this file to You under the Apache License, Version 2.0'), (5, '# (the ""License""); you may not use this file except in compliance with'), (6, '# the License.  You may obtain a copy of the License at'), (7, '#'), (8, '#     http://www.apache.org/licenses/LICENSE-2.0'), (9, '#'), (10, '# Unless required by applicable law or agreed to in writing, software'), (11, '# distributed under the License is distributed on an ""AS IS"" BASIS,'), (12, '# WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.'), (13, '# See the License for the specific language governing permissions and'), (14, '# limitations under the License.'), (15, ''), (16, 'instances:'), (17, '  - key: ZTJl.1_djEuMC4w'), (18, '    label: not null')]}"
